    Energy      s          Int(s)         px           py           pz           p          Int(p)       dx2-y2        dz2          dyz          dxz          dxy           d          Int(d)       total      Int(total) 
  -27.7000  7.68900E-05  1.26451E-05  7.55148E-05  7.55148E-05  7.55148E-05  2.26544E-04  3.96512E-05  1.73879E-04  1.73879E-04  1.79836E-04  1.79836E-04  1.79836E-04  8.87265E-04  1.43266E-04  1.19070E-03  1.95563E-04
  -27.6000  7.74131E-05  1.32141E-05  7.56003E-05  7.56003E-05  7.56003E-05  2.26801E-04  4.13182E-05  1.75255E-04  1.75255E-04  1.81333E-04  1.81333E-04  1.81333E-04  8.94508E-04  1.49841E-04  1.19872E-03  2.04373E-04
  -27.5000  7.79464E-05  1.37870E-05  7.56906E-05  7.56906E-05  7.56906E-05  2.27072E-04  4.29871E-05  1.76649E-04  1.76649E-04  1.82850E-04  1.82850E-04  1.82850E-04  9.01849E-04  1.56469E-04  1.20687E-03  2.13244E-04
  -27.4000  7.84900E-05  1.43639E-05  7.57856E-05  7.57856E-05  7.57856E-05  2.27357E-04  4.46582E-05  1.78061E-04  1.78061E-04  1.84388E-04  1.84388E-04  1.84388E-04  9.09287E-04  1.63153E-04  1.21513E-03  2.22175E-04
  -27.3000  7.90444E-05  1.49448E-05  7.58855E-05  7.58855E-05  7.58855E-05  2.27656E-04  4.63314E-05  1.79490E-04  1.79490E-04  1.85948E-04  1.85948E-04  1.85948E-04  9.16826E-04  1.69891E-04  1.22353E-03  2.31167E-04
  -27.2000  7.96099E-05  1.55300E-05  7.59904E-05  7.59904E-05  7.59904E-05  2.27971E-04  4.80070E-05  1.80938E-04  1.80938E-04  1.87530E-04  1.87530E-04  1.87530E-04  9.24467E-04  1.76686E-04  1.23205E-03  2.40223E-04
  -27.1000  8.01871E-05  1.61193E-05  7.61006E-05  7.61006E-05  7.61006E-05  2.28302E-04  4.96850E-05  1.82404E-04  1.82404E-04  1.89135E-04  1.89135E-04  1.89135E-04  9.32212E-04  1.83537E-04  1.24070E-03  2.49342E-04
  -27.0000  8.07758E-05  1.67130E-05  7.62159E-05  7.62159E-05  7.62159E-05  2.28648E-04  5.13655E-05  1.83889E-04  1.83889E-04  1.90762E-04  1.90762E-04  1.90762E-04  9.40064E-04  1.90447E-04  1.24949E-03  2.58525E-04
  -26.9000  8.13767E-05  1.73111E-05  7.63365E-05  7.63365E-05  7.63365E-05  2.29010E-04  5.30487E-05  1.85393E-04  1.85393E-04  1.92412E-04  1.92412E-04  1.92412E-04  9.48023E-04  1.97415E-04  1.25841E-03  2.67774E-04
  -26.8000  8.19901E-05  1.79137E-05  7.64626E-05  7.64626E-05  7.64626E-05  2.29388E-04  5.47347E-05  1.86917E-04  1.86917E-04  1.94086E-04  1.94086E-04  1.94086E-04  9.56093E-04  2.04442E-04  1.26747E-03  2.77090E-04
  -26.7000  8.26163E-05  1.85210E-05  7.65944E-05  7.65944E-05  7.65944E-05  2.29783E-04  5.64235E-05  1.88460E-04  1.88460E-04  1.95785E-04  1.95785E-04  1.95785E-04  9.64276E-04  2.11529E-04  1.27668E-03  2.86474E-04
  -26.6000  8.32559E-05  1.91329E-05  7.67318E-05  7.67318E-05  7.67318E-05  2.30196E-04  5.81154E-05  1.90024E-04  1.90024E-04  1.97508E-04  1.97508E-04  1.97508E-04  9.72573E-04  2.18677E-04  1.28602E-03  2.95926E-04
  -26.5000  8.39089E-05  1.97496E-05  7.68751E-05  7.68751E-05  7.68751E-05  2.30625E-04  5.98105E-05  1.91607E-04  1.91607E-04  1.99257E-04  1.99257E-04  1.99257E-04  9.80985E-04  2.25887E-04  1.29552E-03  3.05448E-04
  -26.4000  8.45764E-05  2.03712E-05  7.70245E-05  7.70245E-05  7.70245E-05  2.31073E-04  6.15089E-05  1.93212E-04  1.93212E-04  2.01031E-04  2.01031E-04  2.01031E-04  9.89518E-04  2.33160E-04  1.30517E-03  3.15040E-04
  -26.3000  8.52586E-05  2.09979E-05  7.71801E-05  7.71801E-05  7.71801E-05  2.31540E-04  6.32107E-05  1.94838E-04  1.94838E-04  2.02832E-04  2.02832E-04  2.02832E-04  9.98172E-04  2.40497E-04  1.31497E-03  3.24705E-04
  -26.2000  8.59560E-05  2.16296E-05  7.73421E-05  7.73421E-05  7.73421E-05  2.32026E-04  6.49160E-05  1.96485E-04  1.96485E-04  2.04660E-04  2.04660E-04  2.04660E-04  1.00695E-03  2.47898E-04  1.32493E-03  3.34443E-04
  -26.1000  8.66692E-05  2.22666E-05  7.75107E-05  7.75107E-05  7.75107E-05  2.32532E-04  6.66251E-05  1.98155E-04  1.98155E-04  2.06516E-04  2.06516E-04  2.06516E-04  1.01586E-03  2.55364E-04  1.33506E-03  3.44256E-04
  -26.0000  8.73989E-05  2.29090E-05  7.76861E-05  7.76861E-05  7.76861E-05  2.33058E-04  6.83380E-05  1.99847E-04  1.99847E-04  2.08400E-04  2.08400E-04  2.08400E-04  1.02489E-03  2.62897E-04  1.34535E-03  3.54144E-04
  -25.9000  8.81455E-05  2.35569E-05  7.78685E-05  7.78685E-05  7.78685E-05  2.33605E-04  7.00550E-05  2.01561E-04  2.01561E-04  2.10313E-04  2.10313E-04  2.10313E-04  1.03406E-03  2.70497E-04  1.35581E-03  3.64109E-04
  -25.8000  8.89101E-05  2.42103E-05  7.80582E-05  7.80582E-05  7.80582E-05  2.34175E-04  7.17762E-05  2.03299E-04  2.03299E-04  2.12256E-04  2.12256E-04  2.12256E-04  1.04337E-03  2.78166E-04  1.36645E-03  3.74152E-04
  -25.7000  8.96929E-05  2.48696E-05  7.82554E-05  7.82554E-05  7.82554E-05  2.34766E-04  7.35017E-05  2.05061E-04  2.05061E-04  2.14229E-04  2.14229E-04  2.14229E-04  1.05281E-03  2.85904E-04  1.37727E-03  3.84275E-04
  -25.6000  9.04946E-05  2.55347E-05  7.84602E-05  7.84602E-05  7.84602E-05  2.35380E-04  7.52317E-05  2.06847E-04  2.06847E-04  2.16233E-04  2.16233E-04  2.16233E-04  1.06239E-03  2.93712E-04  1.38827E-03  3.94479E-04
