    Energy      s          Int(s)         px           py           pz           p          Int(p)       dx2-y2        dz2          dyz          dxz          dxy           d          Int(d)       total      Int(total) 
  -30.0000  9.43236E-05  6.93265E-07  1.19295E-04  1.19295E-04  1.22167E-04  3.60757E-04  2.65152E-06  1.42040E-04  1.38683E-04  1.48150E-04  1.48150E-04  1.42040E-04  7.19064E-04  5.28502E-06  1.17414E-03  8.62980E-06
  -29.9000  9.49976E-05  1.39148E-06  1.19178E-04  1.19178E-04  1.22107E-04  3.60464E-04  5.30087E-06  1.43046E-04  1.39626E-04  1.49271E-04  1.49271E-04  1.43046E-04  7.24260E-04  1.06082E-05  1.17972E-03  1.73006E-05
  -29.8000  9.56869E-05  2.09477E-06  1.19070E-04  1.19070E-04  1.22058E-04  3.60199E-04  7.94828E-06  1.44064E-04  1.40580E-04  1.50406E-04  1.50406E-04  1.44064E-04  7.29520E-04  1.59701E-05  1.18541E-03  2.60132E-05
  -29.7000  9.63919E-05  2.80324E-06  1.18971E-04  1.18971E-04  1.22020E-04  3.59962E-04  1.05940E-05  1.45094E-04  1.41544E-04  1.51557E-04  1.51557E-04  1.45094E-04  7.34846E-04  2.13711E-05  1.19120E-03  3.47683E-05
  -29.6000  9.71131E-05  3.51701E-06  1.18881E-04  1.18881E-04  1.21992E-04  3.59755E-04  1.32381E-05  1.46137E-04  1.42518E-04  1.52723E-04  1.52723E-04  1.46137E-04  7.40238E-04  2.68118E-05  1.19711E-03  4.35669E-05
  -29.5000  9.78512E-05  4.23620E-06  1.18800E-04  1.18800E-04  1.21976E-04  3.59577E-04  1.58809E-05  1.47192E-04  1.43504E-04  1.53905E-04  1.53905E-04  1.47192E-04  7.45698E-04  3.22925E-05  1.20313E-03  5.24097E-05
  -29.4000  9.86067E-05  4.96095E-06  1.18729E-04  1.18729E-04  1.21970E-04  3.59429E-04  1.85227E-05  1.48260E-04  1.44501E-04  1.55103E-04  1.55103E-04  1.48260E-04  7.51227E-04  3.78140E-05  1.20926E-03  6.12976E-05
  -29.3000  9.93803E-05  5.69138E-06  1.18667E-04  1.18667E-04  1.21977E-04  3.59311E-04  2.11636E-05  1.49341E-04  1.45508E-04  1.56319E-04  1.56319E-04  1.49341E-04  7.56828E-04  4.33765E-05  1.21552E-03  7.02315E-05
  -29.2000  1.00172E-04  6.42763E-06  1.18615E-04  1.18615E-04  1.21994E-04  3.59225E-04  2.38038E-05  1.50436E-04  1.46527E-04  1.57551E-04  1.57551E-04  1.50436E-04  7.62501E-04  4.89808E-05  1.22190E-03  7.92123E-05
  -29.1000  1.00984E-04  7.16985E-06  1.18573E-04  1.18573E-04  1.22024E-04  3.59170E-04  2.64437E-05  1.51544E-04  1.47558E-04  1.58801E-04  1.58801E-04  1.51544E-04  7.68248E-04  5.46273E-05  1.22840E-03  8.82409E-05
  -29.0000  1.01816E-04  7.91818E-06  1.18541E-04  1.18541E-04  1.22066E-04  3.59148E-04  2.90834E-05  1.52666E-04  1.48601E-04  1.60069E-04  1.60069E-04  1.52666E-04  7.74070E-04  6.03167E-05  1.23503E-03  9.73182E-05
  -28.9000  1.02668E-04  8.67278E-06  1.18519E-04  1.18519E-04  1.22121E-04  3.59159E-04  3.17232E-05  1.53803E-04  1.49655E-04  1.61355E-04  1.61355E-04  1.53803E-04  7.79969E-04  6.60493E-05  1.24180E-03  1.06445E-04
  -28.8000  1.03542E-04  9.43380E-06  1.18507E-04  1.18507E-04  1.22188E-04  3.59203E-04  3.43632E-05  1.54953E-04  1.50721E-04  1.62660E-04  1.62660E-04  1.54953E-04  7.85947E-04  7.18259E-05  1.24869E-03  1.15623E-04
  -28.7000  1.04438E-04  1.02014E-05  1.18506E-04  1.18506E-04  1.22269E-04  3.59281E-04  3.70039E-05  1.56119E-04  1.51800E-04  1.63983E-04  1.63983E-04  1.56119E-04  7.92004E-04  7.76470E-05  1.25572E-03  1.24852E-04
