# == pyFAI calibration ==
# Distance Sample to Detector: 0.26161527513677846 m
# PONI: 2.023e-01, 2.348e-01 m
# Rotations: -0.026380 0.002005 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 261.707 mm
# Center: x=6119.331, y=5134.776 pix
# Tilt: 1.516 deg  TiltPlanRot: 4.347 deg
# 
# Detector Rayonix SX165	 PixelSize= 3.950e-05, 3.950e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.1271290727272727e-10 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ROCK\\WAM39B_integrated\wam39b_fin_palier_6_xrd_000001_integrated.dat
#       2th_deg             I 
  2.502596e+01    4.701657e+03
  2.504885e+01    1.232464e+04
  2.507173e+01    1.655021e+04
  2.509462e+01    1.753772e+04
  2.511750e+01    1.915606e+04
  2.514039e+01    1.983349e+04
  2.516327e+01    1.976187e+04
  2.518616e+01    1.958599e+04
  2.520905e+01    1.946321e+04
  2.523193e+01    1.923143e+04
  2.525482e+01    1.929556e+04
  2.527770e+01    1.963968e+04
  2.530059e+01    1.955012e+04
  2.532347e+01    1.936062e+04
  2.534636e+01    1.918154e+04
  2.536924e+01    1.905133e+04
  2.539213e+01    1.900287e+04
  2.541501e+01    1.897582e+04
  2.543790e+01    1.896732e+04
  2.546078e+01    1.898176e+04
  2.548367e+01    1.891676e+04
  2.550656e+01    1.872399e+04
  2.552944e+01    1.858326e+04
  2.555233e+01    1.878153e+04
  2.557521e+01    1.889084e+04
  2.559810e+01    1.886659e+04
  2.562098e+01    1.892173e+04
  2.564387e+01    1.901165e+04
  2.566675e+01    1.911054e+04
  2.568964e+01    1.916072e+04
  2.571252e+01    1.925878e+04
  2.573541e+01    1.943177e+04
  2.575829e+01    1.953719e+04
  2.578118e+01    1.956629e+04
  2.580407e+01    1.965500e+04
  2.582695e+01    1.974551e+04
  2.584984e+01    1.976819e+04
  2.587272e+01    1.974567e+04
  2.589561e+01    1.975619e+04
  2.591849e+01    1.967185e+04
  2.594138e+01    1.958677e+04
  2.596426e+01    1.953629e+04
  2.598715e+01    1.937521e+04
  2.601003e+01    1.932235e+04
  2.603292e+01    1.922188e+04
  2.605580e+01    1.912319e+04
  2.607869e+01    1.907458e+04
  2.610157e+01    1.899290e+04
  2.612446e+01    1.890909e+04
  2.614735e+01    1.883251e+04
  2.617023e+01    1.874208e+04
  2.619312e+01    1.869584e+04
  2.621600e+01    1.870675e+04
  2.623889e+01    1.869096e+04
  2.626177e+01    1.876956e+04
  2.628466e+01    1.889878e+04
  2.630754e+01    1.909544e+04
  2.633043e+01    1.938351e+04
  2.635331e+01    1.982617e+04
  2.637620e+01    2.056806e+04
