# == pyFAI calibration ==
# Distance Sample to Detector: 0.26161527513677846 m
# PONI: 2.023e-01, 2.348e-01 m
# Rotations: -0.026380 0.002005 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 261.707 mm
# Center: x=6119.331, y=5134.776 pix
# Tilt: 1.516 deg  TiltPlanRot: 4.347 deg
# 
# Detector Rayonix SX165	 PixelSize= 3.950e-05, 3.950e-05 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 1.1271290727272727e-10 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ROCK\\WAM39B_integrated\wam39b_fin_palier_zn_3_xrd_000001_integrated.dat
#       2th_deg             I 
  2.502596e+01    4.862546e+03
  2.504885e+01    1.275856e+04
  2.507173e+01    1.715988e+04
  2.509462e+01    1.821498e+04
  2.511750e+01    1.991760e+04
  2.514039e+01    2.062091e+04
  2.516327e+01    2.053949e+04
  2.518616e+01    2.035912e+04
  2.520905e+01    2.021776e+04
  2.523193e+01    1.999421e+04
  2.525482e+01    2.008708e+04
  2.527770e+01    2.044316e+04
  2.530059e+01    2.034987e+04
  2.532347e+01    2.015546e+04
  2.534636e+01    1.998058e+04
  2.536924e+01    1.987394e+04
  2.539213e+01    1.984865e+04
  2.541501e+01    1.984448e+04
  2.543790e+01    1.986003e+04
  2.546078e+01    1.992372e+04
  2.548367e+01    1.991771e+04
  2.550656e+01    1.978302e+04
  2.552944e+01    1.973044e+04
  2.555233e+01    2.005012e+04
  2.557521e+01    2.025972e+04
  2.559810e+01    2.030804e+04
  2.562098e+01    2.045352e+04
  2.564387e+01    2.060377e+04
  2.566675e+01    2.072273e+04
  2.568964e+01    2.072988e+04
  2.571252e+01    2.072891e+04
  2.573541e+01    2.077760e+04
  2.575829e+01    2.075285e+04
  2.578118e+01    2.061910e+04
  2.580407e+01    2.051176e+04
  2.582695e+01    2.039952e+04
  2.584984e+01    2.025998e+04
  2.587272e+01    2.012578e+04
  2.589561e+01    2.007006e+04
  2.591849e+01    1.992206e+04
  2.594138e+01    1.980032e+04
